Taxon,HFD1_D0,HFD1_D14,HFD1_D29,HFD1_D43,HFD2_D0,HFD2_D14,HFD2_D29,HFD2_D43,HFD3_D0,HFD3_D14,HFD3_D29,HFD3_D43,HFD4_D0,HFD4_D14,HFD4_D29,HFD4_D43,LFD1_D0,LFD1_D14,LFD1_D29,LFD1_D43,LFD2_D0,LFD2_D14,LFD2_D29,LFD2_D43,LFD3_D0,LFD3_D14,LFD3_D29,LFD3_D43,LFD4_D0,LFD4_D14,LFD4_D29,LFD4_D43
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Alteromonadales@Psychromonadaceae@Psychromonas@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.824E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Fusobacteria@Fusobacteriia@Fusobacteriales@Leptotrichiaceae@Leptotrichia@Leptotrichia wadei,0.0,6.2621E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Chromatiales@Chromatiaceae@Rheinheimera@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2625E7,1.3915E7,3.6493E7,0.0,2.2032E7,4.0338E6,4.8106E7,0.0,5.185E7,0.0,9.6609E7
cellular organisms@Bacteria@Candidatus Saccharibacteria@_@_@_@_@Candidatus Saccharibacteria oral taxon TM7x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3594E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Propionibacteriales@Nocardioidaceae@Aeromicrobium@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7959E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Propionibacteriales@Nocardioidaceae@Aeromicrobium@Aeromicrobium erythreum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7959E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Spirochaetes@Spirochaetia@Spirochaetales@Spirochaetaceae@Treponema@Treponema primitia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1537E7,2.0316E8,0.0,0.0,1.9929E7,0.0,0.0,2.3555E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Salinisphaerales@Salinisphaeraceae@Salinisphaera@Salinisphaera hydrothermalis,0.0,0.0,0.0,1.9032E7,0.0,0.0,0.0,0.0,0.0,1.3507E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Fusobacteria@Fusobacteriia@Fusobacteriales@Leptotrichiaceae@Leptotrichia@Leptotrichia goodfellowii,0.0,0.0,0.0,0.0,0.0,0.0,1.9624E7,2.1063E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4856E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0919E7,3.7957E7,0.0,0.0,3.9537E7,0.0
cellular organisms@Bacteria@Bacteroidetes@Cytophagia@Cytophagales@Cyclobacteriaceae@Cecembia@Cecembia lonarensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1245E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Actinomycetales@Actinomycetaceae@_@_,0.0,2.4041E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3465E8,4.8161E8,1.8933E8,0.0,9.2064E7,5.1918E7,1.7045E8,0.0,1.6957E9,3.3563E8,4.5692E8
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Corynebacteriales@Gordoniaceae@Gordonia@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5716E7,5.8726E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0131E8
cellular organisms@Bacteria@Chloroflexi@Thermomicrobia@Sphaerobacterales@Sphaerobacteraceae@Sphaerobacter@_,0.0,1.5507E7,2.5687E7,2.1105E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Chloroflexi@Thermomicrobia@Sphaerobacterales@Sphaerobacteraceae@Sphaerobacter@Sphaerobacter thermophilus,0.0,1.5507E7,2.5687E7,2.1105E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Eukaryota@Basidiomycota@Malasseziomycetes@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.461E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Streptomycetales@Streptomycetaceae@_@_,1.0166E8,0.0,0.0,0.0,3.496E7,1.6149E8,1.8446E7,7.7353E7,1.8316E6,0.0,0.0,2.2598E8,0.0,1.095E8,0.0,6.5391E7,9.1753E7,1.4518E8,2.7324E8,2.9826E8,4.7753E7,5.7907E7,9.9149E7,1.4787E7,4.4682E7,1.1537E8,1.3821E8,1.7045E8,1.7244E8,0.0,4.3828E7,1.2204E8
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Streptomycetales@Streptomycetaceae@Kitasatospora@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4995E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Streptomycetales@Streptomycetaceae@Kitasatospora@Kitasatospora setae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4995E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhodobacterales@Rhodobacteraceae@Jannaschia@Jannaschia sp. EhC01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8388E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0555E7,0.0,0.0,0.0,1.137E7,0.0,2.328E7,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Clostridiaceae@Clostridium@Clostridium sp. BNL1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Planococcaceae@Sporosarcina@Sporosarcina newyorkensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4993E7,1.6628E7,1.0443E7,0.0,0.0,0.0,0.0,0.0,3.1473E7,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Lactobacillales@Aerococcaceae@Facklamia@Facklamia hominis,0.0,0.0,3.045E7,3.9704E7,0.0,0.0,0.0,0.0,0.0,1.8121E8,1.4761E7,2.4286E7,0.0,3.4976E7,1.0258E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Candidatus Rokubacteria@_@_@_@_@Candidatus Rokubacteria bacterium CSP1-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7157E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Tenericutes@Mollicutes@Mycoplasmatales@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1658E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644E7,0.0,0.0,0.0,0.0,0.0,0.0,3.6077E7,0.0,0.0,0.0,1.599E7,0.0,0.0,0.0
cellular organisms@Bacteria@Tenericutes@Mollicutes@Mycoplasmatales@Mycoplasmataceae@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1658E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644E7,0.0,0.0,0.0,0.0,0.0,0.0,3.6077E7,0.0,0.0,0.0,1.599E7,0.0,0.0,0.0
cellular organisms@Bacteria@Tenericutes@Mollicutes@Mycoplasmatales@Mycoplasmataceae@Mycoplasma@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1658E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644E7,0.0,0.0,0.0,0.0,0.0,0.0,3.6077E7,0.0,0.0,0.0,1.599E7,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Clostridiaceae@Clostridium@Clostridium aceticum,0.0,0.0,0.0,0.0,6.6032E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3328E7,6.0114E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Thaumarchaeota@Nitrososphaeria@Nitrososphaerales@Nitrososphaeraceae@Nitrososphaera@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.015E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Streptomycetales@Streptomycetaceae@Streptomyces@Streptomyces sp. FXJ1.172,0.0,0.0,0.0,0.0,3.496E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Ruminococcaceae@Ruminiclostridium@[Clostridium] methylpentosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0724E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Lachnoclostridium@Clostridium saccharolyticum,2.0022E7,1.247E8,0.0,0.0,3.7614E7,2.6974E8,0.0,2.3863E8,1.0288E7,2.8165E8,0.0,1.8782E8,4.7214E7,1.9762E7,1.2335E7,0.0,8.5078E7,1.2623E7,4.692E7,1.2361E8,3.4835E7,2.7153E8,1.4701E7,2.3215E8,9.4865E7,1.3507E8,1.5802E8,0.0,5.27E7,3.201E8,1.3309E8,1.8871E7
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Chromatiales@Ectothiorhodospiraceae@Alkalilimnicola@_,0.0,0.0,0.0,0.0,8.6601E5,0.0,0.0,0.0,1.2139E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0459E7,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Tenericutes@Mollicutes@Entomoplasmatales@Spiroplasmataceae@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9385E6,0.0,0.0,0.0,0.0,0.0,1.42E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Tenericutes@Mollicutes@Entomoplasmatales@Spiroplasmataceae@Spiroplasma@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9385E6,0.0,0.0,0.0,0.0,0.0,1.42E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Pseudomonadales@Pseudomonadaceae@Pseudomonas@Pseudomonas cremoricolorata,0.0,6.0874E6,1.2744E8,3.0452E8,0.0,0.0,2.4521E7,1.3368E8,0.0,5.9854E8,0.0,2.1227E8,0.0,9.2299E7,9.8019E7,0.0,0.0,5.3801E7,0.0,0.0,0.0,2.6885E8,0.0,6.552E7,0.0,8.9716E7,0.0,0.0,0.0,2.514E8,0.0,2.0576E8
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Propionibacteriales@Propionibacteriaceae@Tessaracoccus@Tessaracoccus lapidicaptus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4419E8,0.0
cellular organisms@Bacteria@Chlamydiae@Chlamydiia@Chlamydiales@_@_@_,0.0,0.0,5.1305E7,2.8516E8,1.3951E7,0.0,2.6643E8,0.0,0.0,5.1383E7,9.5906E7,0.0,0.0,0.0,1.1454E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45E7
cellular organisms@Bacteria@Tenericutes@Mollicutes@Acholeplasmatales@Acholeplasmataceae@_@_,0.0,3.013E7,0.0,0.0,2.4152E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9142E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Tenericutes@Mollicutes@Acholeplasmatales@Acholeplasmataceae@Acholeplasma@_,0.0,3.013E7,0.0,0.0,2.4152E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9142E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Cyanobacteria@_@Synechococcales@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,1.0313E7,0.0,0.0,1.2409E7,0.0,0.0,0.0,0.0,1.6433E7,0.0,0.0,0.0,0.0,0.0,0.0,2.9186E7,0.0,0.0,0.0,0.0,1.0805E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Tenericutes@Mollicutes@Acholeplasmatales@Acholeplasmataceae@Acholeplasma@Acholeplasma laidlawii,0.0,3.013E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9142E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Chloroflexi@_@_@_@Kouleothrix@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Cyanobacteria@Gloeobacteria@Gloeobacterales@Gloeobacteraceae@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1492E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@_@_@_@_@_@_,4.9572E7,4.2607E7,6.8019E8,8.6092E8,2.2642E8,4.9188E7,3.6775E8,2.8173E8,5.6749E7,5.1288E8,5.0215E7,4.65E8,5.6175E7,1.2338E8,4.1955E8,1.4322E8,1.0797E8,6.529E8,2.4171E8,4.3467E8,9.6322E7,6.6028E8,2.1735E8,1.2831E8,3.8472E7,2.3034E8,7.964E7,8.1795E7,4.1517E7,7.1073E8,1.5892E8,1.2431E8
cellular organisms@Bacteria@Chloroflexi@_@_@_@Kouleothrix@Kouleothrix aurantiaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Euryarchaeota@Methanobacteria@Methanobacteriales@_@_@_,0.0,2.0532E7,6.8084E7,7.2211E7,3.9086E7,0.0,4.196E7,5.3726E7,0.0,1.1819E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8986E7,0.0,0.0,5.0936E7,0.0,0.0,0.0,0.0,0.0,7.964E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Euryarchaeota@Methanobacteria@Methanobacteriales@Methanobacteriaceae@_@_,0.0,2.0532E7,6.8084E7,7.2211E7,3.9086E7,0.0,4.196E7,5.3726E7,0.0,1.1819E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8986E7,0.0,0.0,5.0936E7,0.0,0.0,0.0,0.0,0.0,7.964E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Euryarchaeota@Methanobacteria@Methanobacteriales@Methanobacteriaceae@Methanobacterium@_,0.0,0.0,4.9786E7,4.1594E7,3.9086E7,0.0,4.196E7,5.3726E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8986E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.964E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Paenibacillaceae@Paenibacillus@Paenibacillus wynnii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5074E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7253E8
cellular organisms@Bacteria@Firmicutes@Negativicutes@Veillonellales@Veillonellaceae@Megasphaera@Megasphaera cerevisiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6174E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Nitrospirae@_@_@_@_@uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_4901,0.0,2.6551E7,5.8171E7,1.6359E8,0.0,5.1251E7,0.0,1.4449E7,0.0,9.0182E7,0.0,0.0,0.0,0.0,3.6263E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides intestinalis,0.0,5.3419E7,0.0,0.0,6.233E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6115E8,2.6762E7,0.0,1.0636E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Cytophagia@Cytophagales@Cytophagaceae@Sporocytophaga@Sporocytophaga myxococcoides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.162E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Euryarchaeota@Methanobacteria@Methanobacteriales@Methanobacteriaceae@Methanobrevibacter@_,0.0,2.0532E7,1.8298E7,3.0617E7,0.0,0.0,0.0,0.0,0.0,1.1819E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0936E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Oribacterium@Oribacterium asaccharolyticum,0.0,0.0,0.0,0.0,0.0,0.0,1.3846E7,0.0,0.0,1.8078E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.385E8,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Lachnospiraceae@Oribacterium@Oribacterium parvum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7225E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6392E6,0.0,0.0,0.0,9.2933E6,5.181E6
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Coriobacteriales@Coriobacteriaceae@_@_,3.183E7,0.0,0.0,0.0,9.6538E7,1.6032E7,3.2058E7,5.5595E7,0.0,6.2071E7,0.0,1.421E7,2.2513E8,0.0,8.7001E7,2.4096E7,5.4681E7,0.0,0.0,0.0,7.4721E7,0.0,6.8563E7,1.8464E7,6.3837E7,4.3339E7,9.4291E7,2.1726E7,2.5608E7,5.9462E7,0.0,1.4125E7
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Rikenellaceae@Alistipes@_,9.9934E7,5.0551E8,8.6253E8,5.7052E8,1.6712E7,9.5589E8,2.09E8,3.6727E8,6.2927E7,1.1857E9,2.6052E9,3.2181E9,1.8127E8,7.4568E9,1.287E9,1.7429E9,2.5059E8,1.7217E8,2.0732E8,3.3205E8,1.8754E8,4.6209E8,8.5013E8,2.2561E8,2.5564E8,3.969E8,1.6708E9,1.3008E9,1.4939E8,1.1505E9,5.0559E9,8.6414E9
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Bacillaceae@Bacillus@Bacillus shackletonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7252E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Eggerthellales@Eggerthellaceae@Slackia@_,0.0,0.0,0.0,0.0,9.257E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7835E7,0.0,3.7485E7,1.4138E7,0.0,0.0,0.0,0.0,1.3443E7,0.0,1.6155E7,1.7814E7,1.3416E7,0.0,3.9457E7,0.0
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Eggerthellales@Eggerthellaceae@Eggerthella@_,0.0,1.6362E8,4.1465E7,1.5026E8,0.0,1.8399E8,2.2831E7,5.5788E7,0.0,1.8437E8,0.0,3.6105E7,0.0,0.0,1.0357E8,0.0,1.6151E7,0.0,0.0,0.0,0.0,1.4072E8,5.2992E7,0.0,0.0,1.4894E8,7.6931E7,1.3596E7,0.0,5.8213E7,1.0577E8,0.0
cellular organisms@Bacteria@Cyanobacteria@_@Chroococcales@Aphanothecaceae@_@_,2.7236E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Eggerthellales@Eggerthellaceae@Slackia@Slackia heliotrinireducens,0.0,0.0,0.0,0.0,9.257E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7835E7,0.0,3.7485E7,1.4138E7,0.0,0.0,0.0,0.0,1.3443E7,0.0,1.6155E7,1.7814E7,1.3416E7,0.0,3.9457E7,0.0
cellular organisms@Bacteria@Cyanobacteria@_@Synechococcales@Leptolyngbyaceae@Leptolyngbya@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2409E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0805E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Micrococcales@Micrococcaceae@Glutamicibacter@_,0.0,5.7858E7,1.2346E8,3.0574E8,4.283E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2119E6,0.0,0.0,0.0,1.6596E7,0.0,0.0,0.0,0.0,1.6772E8,0.0,1.303E7,5.7397E7,7.1807E8,6.6922E8,0.0,0.0,3.4166E7,0.0,2.211E7
cellular organisms@Bacteria@Cyanobacteria@_@Synechococcales@Leptolyngbyaceae@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2409E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0805E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Archaea@Euryarchaeota@Methanomicrobia@Methanosarcinales@Methanosaetaceae@Methanosaeta@_,0.0,0.0,0.0,0.0,2.0808E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
